Timestamp,Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,HighGamma,Key
56870.0,0.7069052330564443,1.0871723510695304,-0.12293005114231281,0.10617618368202564,0.09945921124955709,0.15225252654276566,-0.012569241829321752,-0.3160156375197028,-0.39889205447951964,-0.2878042801178392,4.0
57882.0,0.4426574689447244,0.5883496708720463,-0.19529445116238034,0.14410735529381896,0.2986754349244297,0.05007913279101442,0.07472582235959752,-0.3727885877719348,-0.27233121202763866,-0.41786892845265544,0.0
58914.0,0.5747813510005844,0.18929152671405902,-0.31603187560096724,0.02677564890021258,-0.2422749310232864,-0.14051012287824186,-0.11991956303741629,-0.48918769295574166,-0.44590255494258974,-0.3859299763467686,0.0
59849.0,-0.2179619413345753,0.7379964749312915,-0.29566914714739945,0.1634575271386533,0.523987376555764,-0.08043952051577868,-0.10270850610459678,-0.5459024145410483,-0.5138151183151357,-0.3650221482613889,0.0
60860.0,-0.1739206473159553,0.8377610109707883,1.8449824186335486,-0.027033432033435154,0.5110025507126937,-0.1309035704767423,0.20049051592166206,-0.33604629894202875,-0.5154995336411741,-0.4328763878759035,0.0
61867.0,0.5307400569819644,1.3864659591880208,-0.3422308271767792,-0.24478604727993242,-0.257528949732136,0.1570854525966065,-0.051676993016713524,-0.3853077511608885,-0.5228497096093413,-0.4630195756063589,0.0
64852.0,0.6628639390378243,1.1370546190892787,-0.08466540092173863,-0.2706522054416246,-0.2929220551247767,-0.16301436137434724,-0.1562195782421235,-0.7212289306533256,-0.7513942436195438,-0.625023176047062,1.0
65816.0,0.8830704091309242,1.536112763247266,-0.28299271560827277,-0.13680527571878145,0.3172071766616272,-0.13778233639386545,-0.1388444328427835,-0.5810725293639694,-0.5658788647563209,-0.5216384555757978,1.0
66824.0,0.4426574689447244,0.23917379473380743,-0.1951246376258985,0.24064943923971013,-0.12525391559775215,-0.20437590643635914,-0.017965929172663462,-0.5709989699858811,-0.6004093789401068,-0.5258713287464575,1.0
67860.0,-0.5262509994649152,0.039644722654813815,-0.31568033178860133,-0.0541961945549743,0.32111523104158035,-0.19008467724647402,0.0007948521661832221,-0.6096628048243241,-0.5814214243556747,-0.5139423225382347,1.0
68806.0,-1.0987878217069749,1.8852886393855048,-0.3141162597420581,-0.24851103777135708,0.11918858255480472,-0.22145422181680277,-0.04203223759567378,-0.6931044845283738,-0.6443573060831073,-0.2022489345169295,1.0
69821.0,-0.7464574695580151,1.4363482272077692,-0.11943546731260762,0.0008215853581917628,0.15183974656796215,0.08494736002608681,-0.11383005772432124,-0.343557796975401,-0.6482620870661961,-0.4972673676235147,1.0
70816.0,-0.6583748815207751,2.384111319582989,-0.26789420678564196,-0.034010921597018226,0.00752538361791599,-0.11050447155010132,-0.08330960295150361,-0.6111767501643837,-0.6674797346496336,-0.5457530057601622,1.0
71785.0,-0.48220970544629516,2.1845822475039953,-0.2895260679855477,-0.0588551797123904,-0.16039488844975072,-0.011414662519819044,-0.13248144675215426,-0.582120645368626,-0.6759018112798253,-0.425051985954381,1.0
72803.0,0.31053358688886445,2.1845822475039953,-0.33911757900794554,-0.27661878313142874,-0.03722814234606425,-0.20147022083343644,-0.13317426472190758,-0.5472416738803316,-0.6641109039975569,-0.34090759807702453,1.0
73820.0,-0.30604452937181525,1.0871723510695304,-0.22014979037059043,0.21127805403741476,-0.1473155129039396,-0.16968557831983302,-0.12433171958163484,-0.5965613547661167,-0.7208450747518484,-0.5016285096781338,1.0
74812.0,0.5747813510005844,1.0871723510695304,-0.3551783645373068,-0.24034682557333784,-0.27193202111631837,-0.1252700983894432,-0.13233559033746933,-0.5471252165464809,-0.6322601414688319,-0.4675089865449374,1.0
75787.0,1.279442055298504,0.5384674028522979,-0.3429339148015111,-0.23762175878315106,-0.27502064473918464,-0.177691038654416,-0.10516983310240466,-0.5627304992824791,-0.6312648051398092,-0.5771788823302114,1.0
76777.0,1.4115659373543639,-0.5589424935821671,-0.3652748219958497,-0.24903847005332871,-0.26774031762814277,-0.15592804648558678,-0.09758529953878928,-0.4388781247322253,-0.6504058883902449,-0.5325413107123456,1.0
77791.0,1.4115659373543639,0.23917379473380743,-0.3651616129715285,-0.2606200039116225,-0.22314437450206387,-0.20072897450616026,-0.12726707992716868,-0.6317896982559633,-0.6366243084499312,-0.4845687481115356,1.0
78772.0,1.4115659373543639,0.039644722654813815,-0.3293071232950562,-0.2707510989944943,-0.18973681286698002,-0.24947333298784308,-0.1178411091281563,-0.32696262690167166,-0.7390673860062632,-0.5090681049477781,0.0
79805.0,1.4115659373543639,-0.40929568952292184,-0.3190617065939853,-0.11635628661983957,-0.2024695061694082,-0.23660529674632827,-0.11669248986251263,-0.6052956548049216,-0.6367774371159347,-0.49508679659620514,0.0
80789.0,1.147318173242644,0.08952699067456223,-0.3443132773873197,-0.2565104273812602,-0.15957545769266376,-0.2354489524757774,-0.10839690627730832,-0.5693103386450454,-0.7048431291544841,-0.4749485818145817,0.0
81751.0,0.8390291151123042,0.08952699067456223,-0.3617623630570412,-0.20156956467588166,-0.14791432768796467,-0.18287976294534938,-0.10637314852355517,-0.6346429029353062,-0.6711548226337173,-0.5448551235724465,0.0
