Timestamp,Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,HighGamma,Key
54127,0.9459459459459458,0.2676056338028169,0.02118478070371376,0.07946222078268923,0.06172722625111242,0.07626636311895277,0.10059676044330776,0.5488185465893892,0.7512522768670309,0.8563380281690139,4
55056,0.8648648648648649,0.43661971830985913,0.0037388444633830362,0.027161714483785362,0.16469429875220118,0.25575250020326856,0.034887533608761234,0.34099738870135665,0.46106557377049184,0.4502347417840375,0
57043,0.6351351351351351,0.8169014084507041,0.04911442994649466,0.06989311467584937,0.11345691401738209,0.09553622245711034,0.18958620237392615,0.5846124450671932,0.9999999999999999,1.0,0
58203,0.3108108108108108,0.7746478873239436,0.01801208938862333,0.42004625446776106,0.21047848067710603,0.17881535084153183,0.2949045839071414,0.05935927647920515,0.2709471766848816,0.21987480438184662,0
59952,0.4594594594594595,0.47887323943661975,0.0016718270509520653,0.006494945534511855,0.009675648041201978,0.0009553622245711043,0.06334841628959276,0.08012228520476403,0.261384335154827,0.02691705790297339,0
60475,0.5675675675675675,0.2676056338028169,0.002601383509908969,0.027332185495189874,0.054077594531649405,0.017277827465647613,0.526001705029838,0.7102095407935801,0.8137522768670309,0.5837245696400626,0
61562,0.5,0.3380281690140845,0.04093227124491836,0.060937704210065745,0.1014144244788215,0.11883079925197172,0.1202701816512558,0.23813769823578118,0.5784380692167577,0.3050078247261345,0
62073,0.8513513513513513,0.21126760563380287,0.045673696473183756,0.09842996198496445,0.014844829871433173,0.07380681356207822,0.22316217456882417,0.6060123559008981,0.983606557377049,0.572300469483568,0
65001,0.7162162162162162,0.2535211267605634,0.23797590369726357,0.12219930334180006,0.027947664400810406,0.16216765590698431,0.22670339038625484,0.6032736768358704,0.4775728597449909,0.3062597809076682,1
66047,0.5405405405405406,0.47887323943661975,0.005689022986333286,0.039668604353829635,0.17168121485240379,0.08283193755589886,0.3042166699455702,0.2725941022864786,0.18693078324225865,0.2579029733959311,1
67017,0.7027027027027026,0.2676056338028169,0.0027534458881302,0.04248705840905088,0.02961392081495087,0.02597772176599724,0.12368024132730016,0.4760843258391185,0.25967668488160295,0.236150234741784,1
67994,0.8243243243243243,0.3802816901408451,0.003955340052714957,0.02676963115755499,0.029576051350993126,0.052301000081307426,0.11266312545084922,0.6100885293930324,0.23497267759562843,0.3959311424100156,1
69628,0.8513513513513513,0.47887323943661975,0.002240557527689099,0.03687287976679566,0.023119307746198855,0.12360761037482722,0.1491245327562463,0.34405451882045734,0.4219034608378871,0.31486697965571203,1
69972,0.9864864864864864,0.3380281690140845,0.004821322410042646,0.011682946648255796,0.025561888171472934,0.043804374339377186,0.24631123352350973,0.31825998344054524,0.5063752276867031,0.7037558685446008,1
71121,0.8108108108108107,0.5352112676056339,0.005013762933893244,0.06964309052578942,0.1194024198587469,0.10047564842670137,0.11299101580431503,0.17826890007005924,0.1785063752276867,0.22566510172143975,1
72090,0.6621621621621623,0.5211267605633803,0.008119443709428555,0.05465868862333294,0.02238085319902297,0.05904951622083096,0.3227752639517345,0.23030380230558567,0.4762067395264116,0.18528951486697964,1
73019,0.6351351351351351,0.47887323943661975,0.0032302516503493143,0.0223998908985527,0.025732300759282754,0.049699162533539315,0.3118893042166699,0.14413094707343482,0.7192622950819672,0.6633802816901407,1
74052,0.7027027027027026,0.43661971830985913,0.00045962357258959655,0.014177505781808469,0.048965216897354814,0.04398731604195463,0.1352875598399895,0.8480988472071843,0.45685336976320584,0.341471048513302,1
74997,0.8108108108108107,0.21126760563380287,0.0027345454795377304,0.07285931027428785,0.011474447579194517,0.05219936580209773,0.28755983998950746,0.3533532895993886,0.14640255009107467,0.44851330203442874,1
76015,1.0,0.07042253521126762,0.001984542902209286,0.007352982958581226,0.0006248461553026723,0.0009756890804130426,0.030887271296478457,0.21361696707216105,0.06306921675774135,0.07370892018779343,1
78094,0.7027027027027026,0.08450704225352113,0.48441403578706455,0.0315769136791622,0.04294397212807453,0.24754045044312548,0.09253065774804906,0.13196611680784665,0.033014571948998185,0.018466353677621283,3
78950,0.5,0.19718309859154926,0.17999546390193782,0.09538989561491734,0.19288811466873687,0.17936417594926415,0.3025772181782411,0.5877332653971086,0.24305555555555555,0.5899843505477308,3
79907,0.5405405405405406,0.21126760563380287,0.004374585479675188,0.024854673462777654,0.012383314714180221,0.013497032279047078,0.12138500885303954,0.14374880580854724,0.20355191256830601,0.3234741784037558,3
